;AT_Name;AT_DMG_1;AT_1_%;AT_DMG_2;AT_2_%;AT_DMG_3;AT_3_%;Berechnung 1;Berechnung 2;Berechnung 3;;;;Chakra;Naturenergie;Mana;Äther;Licht;Schatten;Aura;Zwielicht;Arceus;Triforce;Elras;Dimfr;Nahkampf;Kurz Distanz;Mittlere Distanz;Hohe Distanz;Fernkampf;Schusswaffen;CH;NE;MA;ÄT;LI;SCH;AUR;ZL;ARC;TRI;ELR;DIM;SchnW;StiW;StoW;WW;H2H;SchuW;DMG TOTAL;EN;Kategorie;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
2;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
3;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
4;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
5;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
6;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
7;0;0;0%;0,00%;0%;0,00%;0%;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;0%;0;;
